Formula,Name,IUPAC Standard InChIKey,EA_,IE_,SMILES,EA,IE
C13H12N2,"Diazene, (4-methylphenyl)phenyl-, (E)-",GIJSVMOPNUOZBC-CCEZHUSRSA-N,,~8.3,CC1=CC=C(C=C1)N=NC2=CC=CC=C2,1.065697046,7.041825846
C13H12N2,"9,10-Dihydro-2-acridinamine",KBVNBHLVOHVCBL-UHFFFAOYSA-N,,,C1C2=CC=CC=C2NC3=C1C=C(C=C3)N,-0.730114668,5.849635745
C19H13NO,"Oxazole, 2-(1-naphthalenyl)-5-phenyl-",WWVFJJKBBZXWFV-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CN=C(O2)C3=CC=CC4=CC=CC=C43,0.931897838,6.73059187
C32H18,"Naphtho[2,1,8-yza]hexacene",RLMDUEKVWUJGGA-UHFFFAOYSA-N,,6.36,C1=CC=C2C=C3C=C4C=C5C6=C7C(=CC5=CC4=CC3=CC2=C1)C=CC8=C7C(=CC=C8)C=C6,1.855137136,5.769140165
C32H18,"Naphthaceno[2,1,12-qra]naphthacene",BTOIWQMCXHYGGB-UHFFFAOYSA-N,,6.42,C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C=CC6=C5C(=CC7=CC8=CC=CC=C8C=C67)C=C4,1.731109398,5.860950079
C32H18,"Benzo[h]naphtho[1,2,3,4-rst]pentaphene",XZANXBBTFLJEIN-UHFFFAOYSA-N,,7.02,C1=CC=C2C(=C1)C=C3C4=CC=CC=C4C5=CC6=CC=CC=C6C7=C5C3=C2C8=CC=CC=C87,1.038943191,6.470830222
C32H18,"Anthra[1,2,3,4-rst]pentaphene",NIEHJHVXMCDHGO-UHFFFAOYSA-N,,6.94,C1=CC=C2C=C3C(=CC2=C1)C4=C5C(=CC6=CC=CC=C64)C=CC7=CC8=CC=CC=C8C3=C75,-,-
C32H18,Benzo[xyz]heptaphene,MZMIZQORNXCFHD-UHFFFAOYSA-N,,6.65,C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C=CC6=CC7=CC8=CC=CC=C8C=C7C(=C65)C=C4,1.459543618,6.085549673
C32H18,"Dibenzo[hi,uv]hexacene",TUYQPBKESNTOKG-UHFFFAOYSA-N,,7.26,C1=CC=C2C=C3C4=C5C(=CC=C4)C6=CC7=CC=CC=C7C=C6C8=CC=CC(=C85)C3=CC2=C1,1.103052307,6.576436113
C32H18,"Dibenzo[fg,wx]hexacene",SONGGXGQTMYIKP-UHFFFAOYSA-N,,6.91,C1=CC=C2C=C3C=C4C5=CC=CC6=C5C7=C(C=CC=C7C4=CC3=CC2=C1)C8=CC=CC=C68,1.288141529,6.37118354
C32H18,Benzo[fgh]trinaphthylene,ZEHCLJBWNWNVNG-UHFFFAOYSA-N,,6.99,C1=CC=C2C=C3C(=CC2=C1)C4=CC5=CC=CC=C5C6=C4C7=C(C=C6)C8=CC=CC=C8C=C37,-,-
C32H18,"Tetrabenzo[a,c,hi,mn]naphthacene",KOHYKYRPOOBBBZ-UHFFFAOYSA-N,,,,-,6.642014623
C32H18,"Dibenzo[de,yz]hexacene",YOWSJCHWPRVKCN-UHFFFAOYSA-N,,6.6,C1=CC=C2C=C3C=C4C=C5C6=CC=CC7=C6C8=C(C=CC=C8C5=CC4=CC3=CC2=C1)C=C7,1.602238102,6.057794453
C32H18,"Benzo[tuv]naphtho[2,1-b]picene",BTQFMWRJXYLATA-UHFFFAOYSA-N,,,,1.282617696,6.227645515
C32H18,"Fluorantheno[8,9-b]triphenylene",MXIKFVWFCPCXBX-UHFFFAOYSA-N,,,,-,6.420054496
C32H18,"Tribenzo[a,f,j]perylene",JBZFGVRQOYECPH-UHFFFAOYSA-N,,,,1.749694511,5.787670856
C32H18,"Dibenzo[q,vwx]hexaphene",MANCMEZMBIROHA-UHFFFAOYSA-N,,,,1.324577058,6.222502636
C32H18,"Dibenzo[fg,st]hexacene",JEMVEIWDDNPRDI-UHFFFAOYSA-N,,,C1=CC=C2C3=C4C(=CC=C3)C5=CC6=CC7=CC=CC=C7C8=C6C(=CC=C8)C5=CC4=CC2=C1,1.608469421,5.913902685
C18H12O,"Indeno[2,1-b]oxine, 2-phenyl-",UTGHTKDYFKLHGL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C3C4=CC=CC=C4C=C3O2,1.111650983,6.512925639
C18H12O,1-Phenyldibenzofuran,PABWCQBWXPHCBX-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=C3C4=CC=CC=C4OC3=CC=C2,0.331919778,7.291492213
C18H12O,3-Phenyldibenzofuran,UWXLYSVMPRLLJW-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC3=C(C=C2)C4=CC=CC=C4O3,0.513504223,-
C18H12O,4-Phenyldibenzofuran,JQIHNXZEJUGOSG-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=CC3=C2OC4=CC=CC=C34,0.370012457,7.207679612
C18H12O,3-Hydroxybenz[a]anthracene,MRRWKFVZIOCJBS-UHFFFAOYSA-N,,,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC(=C4)O,0.581014714,6.721897956
C18H12O,1-Acetylpyrene,KCIJNJVCFPSUBQ-UHFFFAOYSA-N,,,CC(=O)C1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C=C1,1.132374881,7.039548285
C18H12O,"1A,11b-dihydrobenz[3,4]antra[1,2-b]oxirene",APIRAYPNDXRJBP-UHFFFAOYSA-N,,,C1=CC=C2C=C3C4=CC=CC=C4C5C(C3=CC2=C1)O5,0.568345273,0
C21H15N,"Acridine, 9-stryl-, (E)-",QDHGVUVFSCAOBM-CCEZHUSRSA-N,,,C1=CC=C(C=C1)C=CC2=C3C=CC=CC3=NC4=CC=CC=C42,1.362724159,6.787737691
C21H15N,(Z) 9-Styrylacridine,QDHGVUVFSCAOBM-PFONDFGASA-N,,,C1=CC=C(C=C1)C=CC2=C3C=CC=CC3=NC4=CC=CC=C42,1.260380867,6.949741101
C12H14N4O,"4,4'-oxybis(benzene-1,2-diamine)",RQBIGPMJQUKYAH-UHFFFAOYSA-N,,,C1=CC(=C(C=C1OC2=CC(=C(C=C2)N)N)N)N,-,5.781602803
C12H14N4O,"5-Methyl-2H-pyrazole-3-carboxylic acid, 1-methyl-2-phenylhydrazide",VKZPHLYTMPNKEN-UHFFFAOYSA-N,,,CC1=CC(=NN1)C(=O)N(C)NC2=CC=CC=C2,-0.335351085,6.526642704
C24H12O2,"Benzo[rst]pentaphene-5,8-dione",FMVVSOMDKCGKDW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C6C=CC=CC6C5=O)C2=O,1.862157574,7.260575075
C14H12N2,"Benzaldehyde, (phenylmethylene)hydrazone",CWLGEPSKQDNHIO-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C=NN=CC2=CC=CC=C2,1.029754036,7.315312723
C14H12N2,Neocuproine,IYRGXJIJGHOCFS-UHFFFAOYSA-N,,,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C,-,7.473778702
C14H12N2,Bendazol,YTLQFZVCLXFFRK-UHFFFAOYSA-N,,,C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N2,-0.336738846,7.493386949
C14H12N2,"15,16-diazatricyclo[8.4.1.13,8]hexadeca-1,3,5,7,9,11,13-heptaene",MLRFHYKNRPQFML-DCJJROHISA-N,,,,-,-
C14H12N2,"1H-Cyclopenta[gh]perimidine,6,7-dihydro-1-methyl-",SLNJFWBGYGFZKI-UHFFFAOYSA-N,,6.53,CN1C=NC2=C3C1=CC=C4C3=C(CC4)C=C2,-0.476121751,6.230323077
C14H12N2,"4,7-Dimethyl-1,10-phenanthroline",JIVLDFFWTQYGSR-UHFFFAOYSA-N,,,CC1=C2C=CC3=C(C=CN=C3C2=NC=C1)C,0.367577072,7.528698664
C14H12N2,"5,6-Dimethyl-1,10-phenanthroline",BRPQDJPJBCQFSR-UHFFFAOYSA-N,,,CC1=C(C2=C(C3=C1C=CC=N3)N=CC=C2)C,0.288730479,7.474978707
C14H12N2,4-methyl-9-acridinamine,DQZVUDZSBQMLJC-UHFFFAOYSA-N,,,CC1=CC=CC2=C(C3=CC=CC=C3N=C12)N,0.590467816,6.671086855
C14H12N2,"Glycinonitrile, 2,2-diphenyl-",XLHAFLQPSYZDOK-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(C#N)(C2=CC=CC=C2)N,-0.239236391,-
C14H12N2,"9,10-Phenanthrenediamine",VPRFQZSTJXHBHL-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC=CC=C3C(=C2N)N,-0.193432115,6.189057596
C27H19NO,"2,5-di(4-biphenylyl)oxazole",DDZJGFHXUOWOSL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN=C(O3)C4=CC=C(C=C4)C5=CC=CC=C5,1.322971609,-
C27H19NO,"2,5-Bis(4-biphenylyl)oxazole",DDZJGFHXUOWOSL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN=C(O3)C4=CC=C(C=C4)C5=CC=CC=C5,1.322971609,-
C12H12N2O6,"Benzoic acid, 3,5-dinitro, 1-methyl-3-butenyl ester",QXQDHMYXHILXEV-UHFFFAOYSA-N,,,CC(CC=C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.869586177,-
C12H12N2O6,"Pent-4-enyl 3,5-dinitrobenzoate",NRLCGTBUQXDVDM-UHFFFAOYSA-N,,,C=CCCCOC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.905749596,-
C12H12N2O6,"3-Methylbut-3-enyl 3,5-dinitrobenzoate",XGFGKTGBDOKXEY-UHFFFAOYSA-N,,,CC(=C)CCOC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.87565423,-
C15H11NO2,1-(Methylamino)anthraquinone,SVTDYSXXLJYUTM-UHFFFAOYSA-N,,,CNC1=CC=CC2=C1C(=O)C3=CC=CC=C3C2=O,1.49737235,7.294975221
C15H11NO2,9-Methyl-10-nitroanthracene,FMIFGOKEBFQCGG-UHFFFAOYSA-N,,,CC1=C2C=CC=CC2=C(C3=CC=CC=C13)[N+](=O)[O-],1.39075421,7.189744842
C15H11NO2,1-Methyl-9-nitrophenanthrene,FDXNCIJOOLPXJW-UHFFFAOYSA-N,,,CC1=C2C=C(C3=CC=CC=C3C2=CC=C1)[N+](=O)[O-],1.321363439,7.697140196
C15H11NO2,"4-Cyanobenzoic acid, 2-methylphenyl ester",WZYRZQSCQIKYSA-UHFFFAOYSA-N,,,CC1=CC=CC=C1OC(=O)C2=CC=C(C=C2)C#N,1.217158914,8.084905109
C15H11NO2,"Phenylacetic acid, 4-cyanophenyl ester",YHXBQMXUSPUGEM-UHFFFAOYSA-N,,,C1=CC=C(C=C1)CC(=O)OC2=CC=C(C=C2)C#N,-,-
C15H11NO2,"2-Furancarboxamide, N-(1-naphthyl)-",UDKTYZBSNANXPE-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC=CO3,0.473046908,6.989792972
C15H11NO2,"p-Toluic acid, 4-cyanophenyl ester",QIAWNOODTBZTGG-UHFFFAOYSA-N,,,CC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C#N,0.953092486,-
C15H11NO2,"m-Toluic acid, 4-cyanophenyl ester",MXIPYKKEKKPXKQ-UHFFFAOYSA-N,,,CC1=CC(=CC=C1)C(=O)OC2=CC=C(C=C2)C#N,0.986210994,-
C15H11NO2,"o-Toluic acid, 4-cyanophenyl ester",FSXGXLHUUDLHFG-UHFFFAOYSA-N,,,CC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)C#N,1.031868331,8.105482067
C15H11NO2,"9,10-Anthracenedione, 1-amino-2-methyl-",ZLCUIOWQYBYEBG-UHFFFAOYSA-N,,,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,1.457500072,-
C15H11NO2,"Benzeneacetonitrile, α-(benzoyloxy)-",AXAACNNFMJZAGJ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(C#N)OC(=O)C2=CC=CC=C2,0.52999681,-
C15H11NO2,1-methyl-10-nitroanthracene,KJCXXKHJBPUTSU-UHFFFAOYSA-N,,,CC1=CC=CC2=C(C3=CC=CC=C3C=C12)[N+](=O)[O-],1.400639966,7.23708654
C15H11NO2,4-Acetamido-9-fluorenone,BDYZWJVQPFNPBV-UHFFFAOYSA-N,,,CC(=O)NC1=CC=CC2=C1C3=CC=CC=C3C2=O,1.251251576,-
C15H11NO2,7-Amino-3-phenylcoumarin,IJCLOOKYCQWSJA-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)N)OC2=O,0.683744403,6.833539247
C8H12N6,"N-[4-(6-methyl)-1,3,3a,7-tetrazaindenyl]-ethylenediamine hydrochloride",DROUECPSPOUPDI-UHFFFAOYSA-N,,,CC1=NC2=NC=NN2C(=C1)NCCN,-,7.337021658
C8H12N6,"Purine, 6-dimethylamino-2-methylamino-",LXLSAAOQPMAASG-UHFFFAOYSA-N,,,CNC1=NC2=C(C(=N1)N(C)C)NC=N2,-0.571564334,6.537216899
C9H11N3O4,"Benzenamine, 2,4-dinitro-N-propyl-",VTYSAZUSTIWCND-UHFFFAOYSA-N,,,CCCNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],-,-
C9H11N3O4,"N-isopropyl-2,4-dinitroaniline",KBLJXXODEPARJO-UHFFFAOYSA-N,,,CC(C)NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],-,8.113732442
C9H11N3O4,"N-n-propyl-2,6-dinitroaniline",VQSZQCLYXVLOLZ-UHFFFAOYSA-N,,,,1.536096324,8.039536209
C15H10O,"2-Cyclopropen-1-one, 2,3-diphenyl-",HCIBTBXNLVOFER-UHFFFAOYSA-N,,10.56,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3,1.014842408,7.479109337
C15H10O,9-Anthracenecarboxaldehyde,YMNKUHIVVMFOFO-UHFFFAOYSA-N,1.31,7.67,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=O,1.289126567,7.391604203
C15H10O,Phenanthrene-9-carboxaldehyde,QECIGCMPORCORE-UHFFFAOYSA-N,0.7242,,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)C=O,0.919421595,7.684723816
C15H10O,β-Phenylpropiolophenone,YECVQOULKHBGEN-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C#CC(=O)C2=CC=CC=C2,1.145052485,7.860221161
C15H10O,"5H-Dibenzo[a,d]cyclohepten-5-one",SNVTZAIYUGUKNI-UHFFFAOYSA-N,,8.06,C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=O,-,-
C15H10O,"5H-Dibenzo[a,c]cyclohepten-5-one",WJFOWHGZSALYEC-UHFFFAOYSA-N,,8.5,,0.863886665,7.806805968
C15H10O,9-Ethynyl-9-fluorenol,MMZVVJGCZZAWBN-UHFFFAOYSA-N,,,C#CC1(C2=CC=CC=C2C3=CC=CC=C31)O,0.18070553,7.493060417
C12H8O3,Benzoyl-furoyl,RRHBYDSLXIHTGW-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CO2,1.392302516,7.79864811
C12H8O3,"3,4-Dihydro-1,2-naphthalenedicarboxylic anhydride",FSVOMBDSHMMPER-UHFFFAOYSA-N,,,C1CC2=C(C3=CC=CC=C31)C(=O)OC2=O,1.581427129,8.406198991
C21H15N3,"1,3,5-Triazine, 2,4,6-triphenyl-",HBQUOLGAXBYZGR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=NC(=NC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,-,7.786620848
C21H15N3,"3-(Diphenylmethylene)-5-phenyl-3h-1,2,4-triazole",GITUSUGWWUHYKZ-UHFFFAOYSA-N,,,,2.030705229,26482.59554
C10H10N2O5,"Acetamide, N-(3-nitrophenyl)-2-acetoxy-",FXPSKSZDZMYNHZ-UHFFFAOYSA-N,,,CC(=O)OCC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],-,-
C10H10N2O5,"2-Amino-4-nitrophenol, N,O-di(acetyl)-",CVWHUMCCMQIVNR-UHFFFAOYSA-N,,,CC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])OC(=O)C,1.021721349,8.007914306
C10H10N2O5,4-Acetamide-3-nitrophenyl acetate,HSCNPJOXRGUVFK-UHFFFAOYSA-N,,,CC(=O)NC1=C(C=C(C=C1)OC(=O)C)[N+](=O)[O-],-,-
C12H9NO,"Methanone, phenyl-2-pyridinyl-",GCSHUYKULREZSJ-UHFFFAOYSA-N,,9.06,C1=CC=C(C=C1)C(=O)C2=CC=CC=N2,0.908855563,7.913083971
C12H9NO,Phenoxazine,TZMSYXZUNZXBOL-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)NC3=CC=CC=C3O2,-0.750604551,6.439077706
C12H9NO,Phenyl 3-pyridyl ketone,RYMBAPVTUHZCNF-UHFFFAOYSA-N,,9.6,C1=CC=C(C=C1)C(=O)C2=CN=CC=C2,-,-
C12H9NO,Phenyl 4-pyridyl ketone,SKFLCXNDKRUHTA-UHFFFAOYSA-N,,9.6,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,1.090540689,-
C12H9NO,"2-Methylnaphth[2,3-d]oxazole",WMIHEWJRNFUVNR-UHFFFAOYSA-N,,,CC1=NC2=CC3=CC=CC=C3C=C2O1,0.119366494,7.397538922
C12H9NO,"2-methylnaphth[2,1-d]oxazole",JKYSRHYQAVELLH-UHFFFAOYSA-N,,,CC1=NC2=C(O1)C3=CC=CC=C3C=C2,-0.19146748,7.455413998
C12H9NO,"1-Naphthalenecarbonitrile, 2-methoxy-",KPIZWRFKCSLGQK-UHFFFAOYSA-N,,,COC1=C(C2=CC=CC=C2C=C1)C#N,0.525202232,7.611104456
C12H9NO,3-Dibenzofuranamine,GHQCIALFYKYZGS-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=C(O2)C=C(C=C3)N,-6.753239585,6.753239585
C26H16,"Dibenzo[g,p]chrysene",GQDKQZAEQBGVBS-UHFFFAOYSA-N,,7.2,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2C5=CC=CC=C5C6=CC=CC=C64,0.712302347,6.664213357
C26H16,Hexahelicene,UOYPNWSDSPYOSN-UHFFFAOYSA-N,,7.37,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=C3)C=CC5=C4C6=CC=CC=C6C=C5,0.722261573,6.77123422
C26H16,"Dibenzo[a,c]naphthacene",SDWITIWFFMGFHS-UHFFFAOYSA-N,,6.97,C1=CC=C2C=C3C=C4C5=CC=CC=C5C6=CC=CC=C6C4=CC3=CC2=C1,1.191215947,6.41435107
C26H16,Benzo[a]pentacene,PLKNNIMJRPBOSW-UHFFFAOYSA-N,,6.61,C1=CC=C2C(=C1)C=CC3=CC4=CC5=CC6=CC=CC=C6C=C5C=C4C=C32,1.547380726,6.061614877
C26H16,"Naphtho[1,2-b]triphenylene",GWBFCDHVRQBXAV-UHFFFAOYSA-N,,7.4,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C5=CC=CC=C5C6=CC=CC=C64,0.728139149,6.810722823
C26H16,Hexaphene,PKIFBGYEEVFWTJ-UHFFFAOYSA-N,,6.92,C1=CC=C2C=C3C(=CC2=C1)C=CC4=CC5=CC6=CC=CC=C6C=C5C=C43,1.218998378,6.361183498
C26H16,Benzo[c]pentaphene,HFLVQBRYQIXJAW-UHFFFAOYSA-N,,7.2,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC6=CC=CC=C6C=C5C4=C3,0.940765903,6.566817025
C26H16,"Dibenzo[b,k]chrysene",DHCSBRKYHMINPB-UHFFFAOYSA-N,,6.98,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC5=CC6=CC=CC=C6C=C54,1.21279427,6.348187524
C26H16,"Naphtho[2,3-g]chrysene",JBHIIKGZANVCJJ-UHFFFAOYSA-N,,7.15,C1=CC=C2C(=C1)C=CC3=C2C4=CC5=CC=CC=C5C=C4C6=CC=CC=C36,0.91809914,6.573132698
C26H16,Benzo[b]picene,JVVYVDMBJGSYKH-UHFFFAOYSA-N,,7.17,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC6=CC=CC=C6C=C54,0.94394959,6.578419795
C26H16,"Naphtho[2,1-a]naphthacene",AFVMDRFUJONSCM-UHFFFAOYSA-N,,6.83,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC5=CC6=CC=CC=C6C=C5C=C43,1.32082194,6.258298706
C26H16,Benzo[h]pentaphene,FUDUPLHPBBXJRW-UHFFFAOYSA-N,,7.3,C1=CC=C2C=C3C(=CC2=C1)C4=CC=CC=C4C5=CC6=CC=CC=C6C=C53,0.882888106,-
C26H16,"Naphtho[1,2-b]chrysene",IHQGFGQIOMWFFZ-UHFFFAOYSA-N,,7.19,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC5=C(C=CC6=CC=CC=C65)C=C43,0.925310055,6.587004865
C26H16,"Naphtho[1,2-a]naphthacene",IQHSIXFTHHMAIW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC5=CC6=CC=CC=C6C=C5C=C4C=C3,1.320631463,6.24603743
C26H16,"Dibenzo[a,j]naphthacene",KKWNFCVLJZXKCD-UHFFFAOYSA-N,,6.99,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C5C=CC6=CC=CC=C6C5=C4)C=C32,1.18259006,6.396027183
C26H16,"9H-Fluorene, 9-(9H-fluoren-9-ylidene)-",NVMYRXGXUBZAIU-UHFFFAOYSA-N,,7.27,C1=CC=C2C(=C1)C3=CC=CC=C3C2=C4C5=CC=CC=C5C6=CC=CC=C64,1.740551615,6.649133021
C26H16,Hexacene,QSQIGGCOCHABAP-UHFFFAOYSA-N,,6.36,C1=CC=C2C=C3C=C4C=C5C=C6C=CC=CC6=CC5=CC4=CC3=CC2=C1,1.833014593,5.792778361
C26H16,benzo[c]picene,BBZGENAFADIERZ-UHFFFAOYSA-N,,7.36,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=C4C=CC6=CC=CC=C65,0.727322819,6.711726484
C26H16,"2,3:8,9-Dibenzochrysene",DHCSBRKYHMINPB-UHFFFAOYSA-N,,6.92,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC5=CC6=CC=CC=C6C=C54,1.21279427,6.348187524
C26H16,"Benzo[a]naphtho[1,2-h]anthracene",XHWOHWFRERPDAZ-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=C(C4=C3)C6=CC=CC=C6C=C5,0.938752289,6.595042995
C26H16,"Benzo[a]naphth[2,1-j]anthracene",ZBZZOHXHGVBNSK-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C5=C(C=CC6=CC=CC=C65)C=C4,0.932548181,6.595244356
C26H16,"Phenanthro[4,3-a]anthracene",ZEIQRUVRGDCWFW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=C3)C=CC5=CC6=CC=CC=C6C=C54,0.928820274,6.545698567
C26H16,"Naphtho[2,1-b]chrysene",WCHUAFVNAGHGIM-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=C5C(=C4)C=CC6=CC=CC=C65,0.921718203,6.609418566
C26H16,"Naphtho[2,1-c]chrysene",KUVDSBPSRCGLQY-UHFFFAOYSA-N,,,,0.709962201,6.749160657
C26H16,"Naphtho[2,3-c]chrysene",CYSCEOMFFBJLMT-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C5=CC6=CC=CC=C6C=C5C=C4,0.956684338,6.585168123
C26H16,"Dibenzo[a,c]tetraphene",JCHTUDMXWBJCEO-UHFFFAOYSA-N,,,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C5=CC=CC=C5C6=CC=CC=C46,1.006888633,6.487543218
C26H16,"Naphtho[1,2-c]chrysene",WZZOGANLFXMPJK-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C5=C(C=C4)C6=CC=CC=C6C=C5,0.796139438,6.710929202
C26H16,"Dibenzo[a,l]naphthacene",SYWOVGJEUTZUIZ-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C=C5C(=C4)C=CC6=CC=CC=C65,1.180658079,6.405259875
C26H16,"Dibenzo[b,p]chrysene",IHEBWZXQTKEVFX-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C5=CC6=CC=CC=C6C=C35,0.928929118,6.58236539
C26H16,"Dibenzo[c,g]chrysene",XPJUXTZYXPASRB-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=C3)C5=CC=CC=C5C6=CC=CC=C64,0.662070841,6.805313276
C26H16,"Dibenzo[c,l]chrysene",SOIXGBGHVSXNKH-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=C3)C5=C(C=CC6=CC=CC=C65)C=C4,0.760629083,6.70803123
C26H16,"Naphtho[1,2-g]chrysene",CGBYIJDDWOKUDY-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=CC5=CC=CC=C54)C6=CC=CC=C36,0.708628862,6.693190351
C26H16,"Dibenzo[b,l]chrysene",SVORCTYYZHCQQO-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C=C3)C5=CC6=CC=CC=C6C=C5C=C4,0.981092605,6.553701323
C26H16,"Dibenzo[c,p]chrysene",RJXPMUHZQGSTIM-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C(C5=CC=CC=C5C=C4)C6=CC=CC=C36,0.78013937,6.677089602
C26H16,Benzo[a]pentaphene,BRPWPKAUGQCZPI-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C5=CC6=CC=CC=C6C=C5C=C4,0.911541289,6.65135888
C26H16,Benzo[f]picene,ZSGLKCYHQXQYOW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C5=CC=CC=C5C6=CC=CC=C46,0.638887069,6.816094274
C26H16,Benzo[s]picene,VEPXTABLWURNHE-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C5=C3C=CC6=CC=CC=C65,0.758778735,6.73002316
C26H16,Benzo[a]picene,MNLVNTCOPRDBLJ-UHFFFAOYSA-N,,,,-,-
C9H11N3,"2-Amino-5,6-dimethylbenzimidazole",YPFQISHSXCFZMU-UHFFFAOYSA-N,,,CC1=CC2=C(C=C1C)N=C(N2)N,-,6.657693601
C9H11N3,"3-Amino-4,5-dihydro-1-phenylpyrazole",QENUTIJJGGTTPE-UHFFFAOYSA-N,,,C1CN(N=C1N)C2=CC=CC=C2,-,6.004373818
C9H11N3,"2-Imidazoline, 2-(p-aminophenyl)-",HSJPRHDSBNINIJ-UHFFFAOYSA-N,,,C1CN=C(N1)C2=CC=C(C=C2)N,-0.689273678,6.631905736
C14H12N2O4,"4,4'-Dinitrobibenzyl",BSNKHEKTRWNNAC-UHFFFAOYSA-N,,9.77,C1=CC(=CC=C1CCC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1.79441579,-
